image_id,x_1,y_1,width,height
000930.jpg,119,105,281,389
000931.jpg,1,37,182,252
000932.jpg,206,22,94,130
000933.jpg,44,1,289,400
000934.jpg,118,20,156,216
000935.jpg,62,73,94,130
000936.jpg,234,203,174,241
000937.jpg,83,56,99,137
000938.jpg,76,30,107,148
000939.jpg,106,36,148,205
000940.jpg,403,133,299,414
000941.jpg,97,44,148,205
000942.jpg,128,202,452,626
000943.jpg,145,32,81,112
000944.jpg,23,39,125,173
000945.jpg,344,61,146,202
000946.jpg,97,60,179,248
000947.jpg,148,51,126,180
000948.jpg,46,43,88,122
000949.jpg,896,389,437,605
000950.jpg,76,31,172,238
000951.jpg,83,37,224,310
000952.jpg,95,79,174,241
000953.jpg,18,161,263,336
000954.jpg,198,98,169,234
000955.jpg,53,49,104,144
000956.jpg,149,49,78,108
000957.jpg,222,64,130,180
000958.jpg,27,35,130,180
000959.jpg,48,60,151,209
000960.jpg,195,88,221,306
000961.jpg,380,116,146,202
000962.jpg,82,133,161,223
000963.jpg,135,113,140,194
000964.jpg,73,69,166,208
000965.jpg,76,39,65,90
000966.jpg,89,96,205,284
000967.jpg,59,39,109,151
000968.jpg,92,112,140,194
000969.jpg,130,84,380,526
000970.jpg,92,57,127,176
000971.jpg,88,87,195,270
000972.jpg,13,53,179,248
000973.jpg,62,74,114,158
000974.jpg,42,52,78,108
000975.jpg,99,47,138,191
000976.jpg,188,60,112,155
000977.jpg,22,53,174,239
000978.jpg,180,53,187,259
000979.jpg,74,38,103,162
000980.jpg,74,94,247,342
000981.jpg,22,106,122,169
000982.jpg,450,143,289,400
000983.jpg,48,43,122,169
000984.jpg,101,99,174,241
000985.jpg,124,65,83,115
000986.jpg,508,254,239,331
000987.jpg,33,55,257,356
000988.jpg,177,49,55,76
000989.jpg,60,49,291,403
000990.jpg,320,194,437,605
000991.jpg,208,122,299,414
000992.jpg,198,59,130,180
000993.jpg,66,64,133,184
000994.jpg,4,62,203,281
000995.jpg,128,30,109,151
000996.jpg,140,50,81,112
000997.jpg,124,63,101,140
000998.jpg,164,58,174,241
000999.jpg,265,65,148,205
001000.jpg,88,118,101,140
